lat,lon,p_anomalous
38.8861,-120.9431,0.985
38.9557,-120.929,0.875
38.9444,-120.9096,0.855
38.9311,-120.8949,0.905
38.9538,-120.9688,0.3
38.9814,-120.7869,0.955
38.9742,-120.9526,0.95
38.9914,-120.8644,0.92
38.9752,-120.895,0.985
38.9968,-120.8991,0.99
38.9886,-120.9302,0.865
38.9657,-120.782,0.895
38.9893,-120.7551,0.975
38.7992,-120.8305,0.865
38.803,-120.8531,0.97
38.7942,-120.9114,0.89
38.8742,-120.8701,0.77
38.9885,-120.7369,0.995
38.974,-120.7185,0.935
38.9745,-120.6934,0.945
38.9549,-120.7131,0.935
38.9215,-120.5172,0.23
38.9046,-120.5255,0.86
38.9011,-120.5562,0.895
38.9044,-120.5883,0.865
38.8983,-120.6171,0.925
38.9056,-120.6444,0.95
38.9077,-120.672,0.905
38.9249,-120.7013,0.865
38.9418,-120.7364,0.98
38.9425,-120.5165,0.29
38.9641,-120.5146,0.305
38.972,-120.5383,0.345
38.994,-120.5152,0.865
38.9821,-120.568,0.985
38.9891,-120.5873,0.885
38.9916,-120.6137,0.91
38.9657,-120.5611,0.3833367719931484
38.9653,-120.6462,0.26
38.964,-120.6238,0.345
38.9463,-120.5481,0.82
38.929,-120.5599,0.275
38.7612,-120.5133,0.95
38.7633,-120.5461,0.78
38.7697,-120.5862,0.21
38.7823,-120.6086,0.7424789915966385
38.9226,-120.744,0.95
38.9054,-120.7255,0.9
38.8849,-120.7106,0.3833367719931484
38.9026,-120.6973,0.91
38.9315,-120.6732,0.89
38.8818,-120.6658,0.915
38.8316,-120.6421,0.28
38.8267,-120.5948,0.295
38.8033,-120.6209,0.885
38.8036,-120.593,0.235
38.8319,-120.5737,0.225
38.8601,-120.5735,0.265
38.8852,-120.592,0.945
38.8717,-120.6157,0.18
38.8397,-120.707,0.89
38.8574,-120.6946,0.945
38.8284,-120.7221,0.925
38.7703,-120.6411,0.815
38.7569,-120.6912,0.97
38.7598,-120.7299,0.8067211063691019
38.797,-120.729,0.3
38.797,-120.6932,0.935
38.8201,-120.6838,0.91
38.8312,-120.6689,0.895
38.8512,-120.6543,0.985
38.7755,-120.4155,0.965
38.7652,-120.4794,0.94
38.7741,-120.4543,0.965
38.7993,-120.4226,0.18
38.8046,-120.4533,0.305
38.7922,-120.4861,0.9
38.8243,-120.48,0.14
38.8249,-120.4561,0.22
38.859,-120.4454,0.26
38.8587,-120.4194,0.24
38.8353,-120.4155,0.335
38.9427,-120.4258,0.225
38.945,-120.4502,0.3
38.9444,-120.4752,0.195
38.9166,-120.4806,0.2
38.9103,-120.4627,0.21889417452153373
38.8911,-120.4736,0.13
38.8992,-120.4431,0.225
38.9239,-120.436,0.245
38.8948,-120.4232,0.22
38.9806,-120.4243,0.145
38.9789,-120.4432,0.205
38.606,-121.5287,0.12508512892970683
38.5361,-121.5231,0.21
38.5922,-121.5494,0.07
38.6272,-121.5244,0.24
38.6273,-121.5496,0.255
38.6557,-121.5553,0.065
38.6553,-121.5245,0.075
38.6707,-121.5117,0.09
38.7149,-121.5199,0.06589665653495441
38.7382,-121.5202,0.095
38.7139,-121.5616,0.07123430962343097
38.7366,-121.5639,0.015
38.714,-121.5904,0.1
38.7381,-121.5992,0.21
38.7011,-121.6215,0.11
38.6732,-121.6111,0.06433957278132571
38.6797,-121.5891,0.075
38.686,-121.5655,0.05
38.6532,-121.5996,0.31
38.5741,-121.657,0.109548916365004
38.5667,-121.6922,0.09836527578181632
38.5381,-121.6938,0.05
38.5082,-121.6941,0.025
38.5171,-121.6481,0.105
38.5518,-121.6646,0.08197986577181209
38.6045,-121.6922,0.12906531978439287
38.6481,-121.6958,0.135
38.7346,-121.6971,0.09
38.6761,-121.638,0.095
38.5123,-121.5631,0.23
38.5348,-121.5668,0.11
38.5739,-121.5574,0.09697986577181208
38.5889,-121.5844,0.095
38.5574,-121.6279,0.275
38.693,-121.6347,0.175
38.7025,-121.5385,0.045
38.6124,-121.5914,0.2
38.5394,-121.4436,0.77
38.5408,-121.4776,0.7
38.5099,-121.4814,0.175
38.5106,-121.4444,0.15
38.5102,-121.4081,0.175
38.5394,-121.4084,0.765
38.5645,-121.4392,0.83
38.5758,-121.4803,0.22
38.6082,-121.4837,0.11
38.6095,-121.4401,0.03
38.6037,-121.4094,0.17
38.5747,-121.4103,0.78
38.6236,-121.4053,0.1
38.6266,-121.4447,0.085
38.6281,-121.4838,0.2533146067415731
38.6494,-121.4746,0.09
38.6764,-121.4841,0.02
38.7024,-121.4845,0.135
38.7329,-121.483,0.085
38.7363,-121.4505,0.06
38.5102,-121.3755,0.035
38.5106,-121.3437,0.235
38.5107,-121.3087,0.13617224808832565
38.5114,-121.2684,0.13783653846153845
38.6016,-121.266,0.8748352252982741
38.5742,-121.3028,0.18
38.5708,-121.3395,0.86
38.5411,-121.3205,0.055
38.5336,-121.3503,0.21
38.547,-121.3719,0.82
38.5747,-121.3662,0.9
38.605,-121.3806,0.1
38.5965,-121.3451,0.805
38.6264,-121.3454,0.145
38.629,-121.3731,0.095
38.647,-121.41,0.03
38.6482,-121.4471,0.115
38.6842,-121.4402,0.155
38.7018,-121.4466,0.12
38.6761,-121.4099,0.21
38.7049,-121.4083,0.065
38.7366,-121.4091,0.105
38.7287,-121.3784,0.11
38.7292,-121.3448,0.13
38.7364,-121.306,0.135
38.7346,-121.2714,0.815
38.7071,-121.2718,0.11831460674157303
38.7068,-121.3005,0.21783653846153847
38.7031,-121.3416,0.18
38.7043,-121.3723,0.08
38.6783,-121.3729,0.07268392305104836
38.6481,-121.3664,0.1
38.646,-121.3421,0.205
38.6719,-121.3454,0.23
38.6777,-121.3102,0.095
38.6785,-121.2757,0.18
38.6444,-121.2734,0.715
38.6454,-121.312,0.745
38.6016,-121.3114,0.20246861924686194
38.577,-121.2596,0.745
38.6268,-121.272,0.705
38.6203,-121.2989,0.7561511452031116
38.6472,-121.2352,0.76
38.6553,-121.203,0.65
38.6783,-121.1922,0.84
38.6795,-121.2351,0.26
38.7072,-121.2236,0.753314606741573
38.7353,-121.2265,0.815
38.7351,-121.2007,0.93
38.7335,-121.1702,0.875
38.7081,-121.1672,0.92
38.7058,-121.1924,0.915
38.6722,-121.1629,0.825315530058177
38.6502,-121.1637,0.695
38.6272,-121.1505,0.8369810628701841
38.6417,-121.132,0.7417201166180757
38.6439,-121.0937,1.0
38.6494,-121.0585,0.995
38.6617,-121.1337,0.96
38.6807,-121.1228,0.9
38.699,-121.1122,0.975
38.7097,-121.0912,0.985
38.7308,-121.0895,0.38
38.7306,-121.0523,0.96
38.7125,-121.0583,0.995
38.7086,-121.0205,1.0
38.7358,-121.0161,0.985
38.5932,-121.2244,0.8059482419828066
38.5947,-121.1955,0.7645566550796142
38.5737,-121.1871,0.775
38.5601,-121.2242,0.1
38.5407,-121.2244,0.2
38.5261,-121.229,0.12
38.5059,-121.2379,0.125
38.5444,-121.1839,0.10331460674157303
38.5136,-121.1923,0.235
38.5132,-121.1344,0.245
38.5187,-121.1,0.255
38.5399,-121.1028,0.865
38.5565,-121.1241,0.73
38.6711,-121.0884,0.965
38.6814,-121.07,0.31
38.6619,-121.0427,0.99
38.6755,-121.0164,0.975
38.6442,-121.0114,0.945
38.6265,-121.0585,0.95
38.6058,-121.0574,0.82
38.5977,-121.0193,0.99
38.5504,-121.0198,0.8419798657718122
38.5699,-121.0233,0.975
38.5143,-121.0478,0.97
38.541,-121.0559,0.31
38.6272,-121.0935,0.66
38.614,-121.0753,0.165
38.6227,-121.2313,0.8190708480849694
38.6313,-121.2082,0.7355283922901558
38.6111,-121.1568,0.74
38.594,-121.1614,0.865
38.5978,-121.1295,0.855
38.5717,-121.1282,0.83
38.6197,-121.1266,0.83
38.7382,-120.7776,0.7924789915966386
38.7066,-120.761,0.82
38.7034,-120.8113,0.7
38.6762,-120.7726,0.835
38.6419,-120.7836,0.92
38.6558,-120.7998,0.88
38.6766,-120.8146,0.775
38.6751,-120.8502,0.765
38.6451,-120.8505,0.9
38.6568,-120.8638,0.955
38.7414,-120.8146,0.8824789915966386
38.74,-120.851,0.75
38.7204,-120.8679,0.85
38.7087,-120.8492,0.725
38.6833,-120.8653,0.9724789915966386
38.7393,-120.9311,0.975
38.7167,-120.9164,0.985
38.708,-120.8883,0.795
38.7255,-120.8982,0.97
38.7077,-120.9439,0.99
38.739,-120.9736,0.995
38.7052,-120.9773,0.965
38.6721,-120.9432,0.955
38.68,-120.9776,1.0
38.6427,-120.991,0.83
38.6511,-120.9386,0.99
38.6285,-120.9491,0.36
38.6665,-120.8939,0.695
38.6449,-120.9078,0.99
38.63,-120.9164,0.995
38.6182,-120.9292,0.985
38.5799,-120.9101,0.98
38.5964,-120.8997,0.97
38.5844,-120.9478,0.94
38.5702,-120.967,0.995
38.57,-120.9926,0.99
38.5496,-120.9763,0.92
38.6001,-120.9587,0.935
38.533,-120.9578,0.985
38.5079,-120.9454,1.0
38.5134,-120.9234,0.965
38.5203,-120.9804,0.875
38.5489,-120.9091,0.995
38.6172,-120.8502,0.96
38.5942,-120.8451,0.87
38.5931,-120.8096,0.95
38.5994,-120.7802,0.955
38.5785,-120.8012,0.75
38.5748,-120.8439,0.9
38.5497,-120.8477,0.945
38.5259,-120.8473,0.915
38.5023,-120.8483,0.82
38.5158,-120.8227,0.975
38.5349,-120.8194,0.895
38.5188,-120.8007,0.945
38.5324,-120.7648,0.848214175395243
38.5128,-120.7561,0.8328365384615384
38.724,-120.7366,0.9674789915966386
38.7179,-120.7163,0.895
38.7081,-120.6944,0.91
38.7408,-120.6955,1.0
38.7448,-120.651,1.0
38.7021,-120.6531,0.965
38.6758,-120.6935,0.81
38.6845,-120.6325,0.985
38.6746,-120.6661,0.9
38.6403,-120.654,0.98
38.6285,-120.6993,0.96
38.6036,-120.6627,0.85
38.6045,-120.6363,0.975
38.5738,-120.6618,0.845
38.5708,-120.69,0.97
38.5623,-120.7216,1.0
38.5854,-120.7343,0.945
38.5969,-120.7217,0.92
38.6093,-120.6993,0.885
38.6323,-120.7208,0.955
38.6465,-120.6917,0.925
38.6794,-120.7361,0.94
38.5547,-120.724,0.985
38.5486,-120.6971,0.95
38.5511,-120.6629,0.985
38.5265,-120.6856,0.99
38.5227,-120.7116,0.975
38.52,-120.7335,0.95
38.5772,-120.637,0.82
38.5781,-120.5951,0.985
38.5756,-120.5583,0.985
38.5559,-120.5423,0.995
38.5496,-120.5178,0.995
38.567,-120.5293,0.98
38.5956,-120.5976,0.98
38.6195,-120.6016,0.9
38.6211,-120.5747,0.92
38.6972,-120.6032,0.765
38.7181,-120.5774,0.98
38.7359,-120.5703,0.995
38.7381,-120.5945,0.98
38.7134,-120.5595,0.87
38.7165,-120.5357,0.995
38.7306,-120.5157,0.985
38.7044,-120.5218,0.96
38.6805,-120.5261,0.96
38.6743,-120.5561,0.92
38.6637,-120.5771,0.955
38.6555,-120.5987,0.795
38.6329,-120.5643,0.8701940411670551
38.6475,-120.5435,0.9
38.639,-120.5246,0.985
38.5405,-120.6018,0.97
38.5216,-120.5983,0.985
38.5203,-120.5566,0.99
38.5165,-120.5143,1.0
38.7345,-120.4767,0.33
38.7354,-120.4574,0.31
38.7323,-120.4227,0.77
38.7142,-120.4807,0.8836196319018405
38.7019,-120.455,0.195
38.7061,-120.4232,0.21
38.6842,-120.4009,0.96
38.6779,-120.4215,0.8
38.6831,-120.448,0.24
38.6842,-120.4735,0.3
38.651,-120.4307,0.955
38.6519,-120.4539,0.99
38.6528,-120.479,0.175
38.5988,-120.4201,0.99
38.6091,-120.4546,0.975
38.6035,-120.4757,0.96
38.5766,-120.4207,0.97
38.5794,-120.4512,1.0
38.5817,-120.4827,0.99
38.5474,-120.45,0.975
38.546,-120.4292,0.985
38.5444,-120.4822,0.98
38.52,-120.454,0.925
38.5136,-120.4833,0.845
38.5273,-120.4317,0.955
