lat,lon,p_anomalous
45.9292,-112.5656,0.8647974070339057
45.92,-112.5744,0.5588452169226096
45.9167,-112.5756,0.3825964842155429
45.9111,-112.5722,0.32
45.9111,-112.5722,0.145
45.9111,-112.5722,0.09
45.9108,-112.52,0.20219504327763552
45.9108,-112.52,0.6350256254093138
45.9108,-112.52,1.0
45.9108,-112.52,0.7233978434429892
45.8819,-112.5306,0.40798087529689814
45.8806,-112.5081,0.5588452169226096
45.8831,-112.5175,0.9004596193112904
46.015,-112.6056,0.904853978605185
46.1792,-112.7083,0.5657285174078518
46.1944,-112.7375,0.8936033013603837
46.0539,-112.6022,0.47400495088868605
46.0694,-112.5964,0.47400495088868605
46.0694,-112.5964,0.6289161074153736
46.0694,-112.5964,0.71006356810418
46.0761,-112.5722,0.75166122799244
46.0761,-112.5722,0.7243324898987713
46.1944,-112.7375,0.8894030846283605
46.1944,-112.7375,0.6562237934194267
46.0761,-112.5722,0.706074366337881
46.0806,-112.5975,0.8856017733531729
46.0917,-112.5839,0.4634459712957424
46.0917,-112.5839,0.7777281325805017
46.0917,-112.5839,0.7735886182539626
46.0917,-112.5839,0.4634459712957424
46.2375,-112.5656,0.095
46.0914,-112.5889,0.8071645463404893
46.1033,-112.6194,0.4634459712957424
46.1033,-112.6194,0.4917130673008627
46.1033,-112.6194,0.7243324898987713
46.1278,-112.6042,0.8
46.1278,-112.6042,0.6350256254093138
46.1278,-112.6042,0.5077669997633156
46.1278,-112.6042,0.8787642064832768
46.2375,-112.5656,0.5622135163348464
46.2375,-112.5656,0.39080726090980406
46.1342,-112.5925,0.7756088190911608
46.1406,-112.5667,0.5545303178778827
46.1406,-112.5667,0.5582053421852833
46.1406,-112.5667,0.5312829876089699
46.1378,-112.5586,0.5649812593108545
46.1378,-112.5586,0.4917130673008627
46.1378,-112.5586,0.7946373534269341
46.1353,-112.5719,0.706074366337881
46.1392,-112.63,0.6118499515993315
46.1392,-112.63,0.7735886182539626
46.1392,-112.63,0.5111650010226204
45.9478,-112.1761,0.5077669997633156
45.9736,-112.1789,0.4634459712957424
45.8803,-112.1478,0.6746497386420072
45.9836,-112.1761,0.5649812593108545
46.1519,-112.6411,0.8688568008512993
46.2236,-112.525,0.705217121574825
46.2236,-112.525,0.75166122799244
46.2236,-112.525,0.27703128961691836
46.1867,-112.5458,0.4898182503089911
45.9797,-112.1778,0.904853978605185
46.1581,-112.6411,0.6784552631747869
46.1572,-112.6361,0.7431092512332613
46.1092,-112.6325,0.45713333660875066
46.1867,-112.5458,0.5312829876089699
46.1381,-112.6158,0.6899916147226763
46.1375,-112.6139,0.5649812593108545
46.1375,-112.6139,0.5111650010226204
46.1375,-112.6139,0.622966831207627
46.1375,-112.6139,0.75166122799244
46.135,-112.6656,0.27703128961691836
46.135,-112.6656,0.6371713989594484
46.135,-112.6656,0.8936033013603837
46.135,-112.6656,0.6459036910298037
46.1289,-112.6664,0.488245501509753
46.1236,-112.6556,0.45166062329409457
46.0139,-112.6833,0.7756088190911608
46.0139,-112.6833,0.5312829876089699
46.0139,-112.6833,0.6899916147226763
46.0503,-112.6925,0.7431092512332613
46.0503,-112.6925,0.5582053421852833
46.0503,-112.6925,0.904853978605185
46.0361,-112.6878,0.4634459712957424
46.0361,-112.6878,0.4917130673008627
46.0361,-112.6878,0.7946373534269341
46.025,-112.6753,0.622966831207627
46.025,-112.6753,0.9320025595769595
46.025,-112.6753,0.9320025595769595
46.1867,-112.5458,0.47400495088868605
46.0394,-112.7394,0.47400495088868605
46.0394,-112.7394,0.7383071442384883
46.1411,-111.8014,0.71006356810418
46.1411,-111.8014,0.5312829876089699
46.1411,-111.8014,0.7735886182539626
46.0203,-111.7739,0.71006356810418
46.0203,-111.7739,0.7735886182539626
46.0203,-111.7739,0.7243324898987713
46.0394,-112.7394,0.71006356810418
46.0247,-112.7219,0.7756088190911608
46.1792,-111.7889,0.5312829876089699
46.0247,-112.7219,0.7777281325805017
46.0247,-112.7219,0.7243324898987713
45.9708,-112.7281,0.7054484425874867
45.9897,-112.7189,1.0
45.9892,-112.7331,0.45713333660875066
45.9883,-112.7461,0.5853219771438717
45.8117,-112.3917,0.8936033013603837
45.8117,-112.3917,0.8787642064832768
45.8117,-112.3917,1.0
45.8286,-112.3872,0.4634459712957424
45.8286,-112.3872,0.7431092512332613
45.8286,-112.3872,0.9320025595769595
45.845,-112.4311,0.8173576794112107
45.9806,-112.1411,0.5077669997633156
45.9806,-112.1411,0.8688568008512993
45.9806,-112.1411,0.5312829876089699
46.3514,-111.9556,0.015
46.3514,-111.9556,0.21357116235659035
46.3514,-111.9556,0.636825729220083
46.2819,-111.9467,0.5471157369626046
46.2819,-111.9467,0.6966274937887565
46.2819,-111.9467,0.7922606240263939
46.2639,-111.8889,0.6118499515993315
46.2639,-111.8889,0.7383071442384883
46.2639,-111.8889,0.7756088190911608
46.2556,-111.8333,0.9320025595769595
46.2556,-111.8333,0.5312829876089699
46.2556,-111.8333,0.5077669997633156
46.2236,-111.7597,0.5077669997633156
46.2236,-111.7597,0.7735886182539626
46.2236,-111.7597,0.7735886182539626
45.8361,-112.2714,0.7431092512332613
45.8361,-112.2714,0.5793002217840607
45.8361,-112.2714,0.5312829876089699
46.6694,-111.9778,0.75166122799244
46.6694,-111.9778,0.033917691480314566
46.6694,-111.9778,0.5545303178778827
46.6911,-111.8694,0.24
46.6911,-111.8694,0.597488685922179
46.6911,-111.8694,0.15
46.695,-111.9056,0.6118499515993315
46.5603,-111.9722,0.5077669997633156
46.5603,-111.9722,0.904853978605185
46.5603,-111.9722,0.904853978605185
46.5639,-111.9633,0.5077669997633156
46.5639,-111.9633,0.904853978605185
46.5639,-111.9633,0.904853978605185
46.5297,-111.9903,0.6784552631747869
46.5297,-111.9903,0.6350256254093138
46.5297,-111.9903,0.47701863549177953
46.5306,-111.95,0.9320025595769595
46.5306,-111.95,0.7243324898987713
46.5306,-111.95,0.8688568008512993
46.5217,-111.9194,0.6966274937887565
46.5217,-111.9194,0.5649812593108545
46.5217,-111.9194,0.8894030846283605
46.5803,-111.9361,0.622966831207627
46.5803,-111.9361,0.7431092512332613
46.5803,-111.9361,0.6899916147226763
46.5347,-111.9333,0.6256058409655796
46.5347,-111.9333,0.7922606240263939
46.5347,-111.9333,0.5460804651799377
46.3658,-112.5825,0.7946373534269341
46.3658,-112.5825,0.9238153113361303
46.3658,-112.5825,0.7396149668355156
46.3472,-112.5928,0.9320025595769595
46.3,-112.6361,0.8476674894586134
46.3,-112.6361,0.35673195068114455
46.3,-112.6361,0.34920851495336636
46.5247,-112.2458,1.0
46.5247,-112.2458,0.98991554393451
46.5247,-112.2458,0.7942428651070498
46.5547,-112.0536,1.0
46.5547,-112.0536,1.0
46.5547,-112.0536,1.0
46.5658,-112.0583,0.7383071442384883
46.5658,-112.0583,0.8071645463404893
46.5658,-112.0583,0.7946373534269341
46.5931,-112.2417,0.5490670316434987
46.5931,-112.2417,0.5545187681577416
46.5931,-112.2417,0.5037979955526228
46.6267,-111.7944,0.6899916147226763
46.615,-111.7767,0.7383071442384883
46.615,-111.7767,0.5312829876089699
46.615,-111.7767,0.904853978605185
46.58,-111.7683,0.706074366337881
46.58,-111.7683,0.71006356810418
46.58,-111.7683,0.7383071442384883
46.5958,-111.765,0.7431092512332613
46.5958,-111.765,0.7383071442384883
46.5958,-111.765,0.7735886182539626
46.5556,-111.7925,0.8688568008512993
46.5556,-111.7925,0.8688568008512993
46.5556,-111.7925,0.904853978605185
46.5617,-111.8092,0.71006356810418
46.5617,-111.8092,0.5312829876089699
46.5617,-111.8092,0.904853978605185
46.5433,-112.1733,0.5836987837876292
46.5433,-112.1733,0.1727938870612881
46.5433,-112.1733,0.105
46.5747,-112.1453,0.71006356810418
46.5747,-112.1453,0.7777281325805017
46.5747,-112.1453,0.7946373534269341
46.5722,-112.0778,0.7946373534269341
46.5722,-112.0778,0.7396149668355156
46.5722,-112.0778,0.6289161074153736
46.5764,-112.0564,0.7243324898987713
46.5764,-112.0564,0.6150912141027425
46.5764,-112.0564,0.7396149668355156
46.5936,-112.0836,0.71006356810418
46.5936,-112.0836,0.5077669997633156
46.5936,-112.0836,0.7735886182539626
46.5758,-112.2181,0.7233978434429892
46.5758,-112.2181,0.706074366337881
46.5758,-112.2181,0.6746497386420072
46.6647,-112.2414,0.8787642064832768
46.6647,-112.2414,0.8688568008512993
46.6647,-112.2414,0.71006356810418
46.6572,-112.1956,0.9320025595769595
46.6572,-112.1956,0.7735886182539626
46.6572,-112.1956,0.8688568008512993
46.6647,-112.145,0.5077669997633156
46.6647,-112.145,0.8688568008512993
46.6647,-112.145,0.7243324898987713
46.6542,-112.1222,0.706074366337881
46.6542,-112.1222,0.8688568008512993
46.6542,-112.1222,0.7383071442384883
46.615,-112.1786,0.7383071442384883
46.615,-112.1786,0.7777281325805017
46.615,-112.1786,0.8688568008512993
46.535,-111.8292,0.7735886182539626
46.535,-111.8292,0.8688568008512993
46.535,-111.8292,0.5077669997633156
46.6728,-111.8333,0.8894030846283605
46.6728,-111.8333,0.997779894663781
46.6728,-111.8333,0.35673195068114455
46.6767,-111.8317,0.8700703213898073
46.6767,-111.8317,0.4898182503089911
46.6767,-111.8317,0.7922606240263939
46.7083,-111.7833,0.5312829876089699
46.6683,-111.8933,0.20219504327763552
46.6683,-111.8933,0.20219504327763552
46.6683,-111.8933,0.5344241279015123
46.2889,-112.6319,0.5471157369626046
45.8753,-112.4583,0.5805270545894355
45.88,-112.4597,0.895
45.8769,-112.4564,0.9713422539448154
45.8811,-112.4578,0.7953225719461934
45.8847,-112.4575,0.648873302925076
45.8831,-112.4631,1.0
45.8881,-112.4756,0.8647974070339057
45.8917,-112.4628,0.7001342557234715
45.8917,-112.4628,0.7922606240263939
45.8917,-112.4628,1.0
45.8917,-112.4628,1.0
45.895,-112.4589,0.4898182503089911
45.9061,-112.4678,0.7688166212550684
45.925,-112.4883,0.012196441117948969
45.925,-112.4883,0.10489381847900348
45.925,-112.4883,0.5470923187245949
45.9306,-112.4958,0.1805105078091973
45.9306,-112.4958,0.5769875975959676
45.9306,-112.4958,0.43781322520401034
45.9306,-112.4958,0.572339977948437
45.9083,-112.4958,0.7189635180622989
45.9083,-112.4958,0.2528690388536484
45.9083,-112.4958,0.5280096013281801
45.9047,-112.4894,0.5649812593108545
45.9047,-112.4894,0.4898182503089911
45.9047,-112.4894,0.37944466265094934
45.8997,-112.4258,0.6459036910298037
45.8831,-112.4706,0.8647974070339057
45.8944,-112.425,0.415
45.8978,-112.4206,0.375
45.8989,-112.4203,0.905
45.9044,-112.4467,1.0
45.9078,-112.4453,0.9139377848674027
45.9167,-112.4419,0.29803428178491387
45.9083,-112.4256,0.997779894663781
45.9083,-112.4256,0.581777320152544
45.9083,-112.4256,0.7189635180622989
45.8661,-112.4569,0.7242124850484865
45.8639,-112.4592,0.5662997419928302
45.8611,-112.4583,0.9559310071170073
45.8536,-112.4803,0.5496259282671437
45.8536,-112.4803,0.8014921018556126
45.8536,-112.4803,0.8682351250322051
45.8575,-112.4817,0.5657285174078518
45.8358,-112.4564,0.8793542318568204
45.8358,-112.4564,0.7136061407356332
45.8358,-112.4564,0.9817351652488263
45.9186,-112.4278,0.6507163012182973
45.9186,-112.4278,0.9250928614670058
45.9186,-112.4278,0.4237002870670893
45.9186,-112.4278,0.9885727933425243
45.8708,-112.4458,0.7136061407356332
45.8653,-112.4425,0.767410486677279
45.8431,-112.4261,0.895
45.8431,-112.4261,0.9617646714494206
45.8431,-112.4261,0.87
45.8375,-112.4147,0.5490670316434987
45.8361,-112.4044,0.8483805334840878
45.8308,-112.4075,0.8093839861432255
45.8306,-112.4075,0.625
45.8319,-112.3911,0.705217121574825
45.8319,-112.3911,0.47701863549177953
45.8319,-112.3911,0.45166062329409457
45.8283,-112.3786,0.37944466265094934
45.8283,-112.3786,0.706074366337881
45.8283,-112.3786,0.7756088190911608
45.8306,-112.3658,0.37944466265094934
45.8306,-112.3658,0.7383071442384883
45.8306,-112.3658,0.4634459712957424
45.8678,-112.3406,0.47400495088868605
45.8678,-112.3406,0.4634459712957424
45.8678,-112.3406,0.5111650010226204
45.8517,-112.2867,0.904853978605185
45.8517,-112.2867,0.6289161074153736
45.8517,-112.2867,0.8071645463404893
45.8458,-112.2939,0.6841260361988658
45.8458,-112.2939,0.8856017733531729
45.8458,-112.2939,0.47701863549177953
45.8625,-112.2836,0.7735886182539626
45.8625,-112.2836,0.7243324898987713
45.8625,-112.2836,0.5077669997633156
45.8708,-112.2861,0.7756088190911608
45.8708,-112.2861,0.7243324898987713
45.8708,-112.2861,0.47400495088868605
45.8664,-112.2611,0.8936033013603837
45.8664,-112.2611,1.0
45.8664,-112.2611,0.8245976829855408
45.8197,-112.3469,0.47701863549177953
45.8197,-112.3469,0.6371713989594484
45.8197,-112.3469,0.7960558752425712
45.8069,-112.2833,0.47701863549177953
45.8069,-112.2833,0.8856017733531729
45.8069,-112.2833,0.6118499515993315
45.7808,-112.2778,0.6866524262266743
45.7808,-112.2778,0.30242509631021247
45.7808,-112.2778,0.34188768671815134
45.7569,-112.2625,0.71006356810418
45.7569,-112.2625,0.904853978605185
45.7569,-112.2625,0.8688568008512993
45.7611,-112.2922,0.5077669997633156
45.7611,-112.2922,0.7946373534269341
45.7611,-112.2922,0.7946373534269341
45.7528,-112.3253,0.5620894976048246
45.7528,-112.3253,0.7431092512332613
45.7528,-112.3253,0.47400495088868605
45.7722,-112.3633,0.8700703213898073
45.7722,-112.3633,0.033917691480314566
45.7722,-112.3633,0.6350256254093138
45.7847,-112.3556,0.3255212633413831
45.7847,-112.3556,0.3428757831336261
45.7847,-112.3556,0.4796778693844556
45.7894,-112.3472,0.19217024283529519
45.7894,-112.3472,0.36132176186930837
45.7894,-112.3472,0.6507163012182973
46.1917,-112.0747,0.17408541775662129
46.1917,-112.0747,0.05
46.1917,-112.0747,0.5713272858269989
46.1725,-112.0328,0.7722882000442925
46.1725,-112.0328,0.04223117063697841
46.1725,-112.0328,0.742671888251195
46.2375,-112.2333,0.5352351054608657
46.1725,-112.0328,0.6841260361988658
46.2097,-112.1922,0.6866524262266743
46.2125,-112.1922,0.834205396904753
46.1828,-112.1828,0.3228756421232877
46.1828,-112.1839,0.0
46.1667,-112.2139,0.572339977948437
46.2375,-112.2333,0.572339977948437
46.1597,-112.2278,0.7718785786418533
46.1553,-112.2378,0.9420181763557158
46.1536,-112.2378,0.6866524262266743
46.1658,-112.2111,0.9559310071170073
46.1903,-112.0547,0.3736513113194728
46.1819,-112.0292,0.75166122799244
46.4958,-111.8583,0.8615546169868086
46.4797,-111.83,0.805
46.4831,-111.8358,0.76
46.1819,-112.0292,0.47400495088868605
46.4703,-111.8542,0.865
46.4728,-111.85,0.785
46.4611,-111.8567,0.85435635538262
46.4847,-111.8583,0.795
46.4872,-111.8731,0.895
46.4939,-111.8981,0.865
46.4639,-111.9275,0.835
46.4561,-111.9181,0.89
46.4383,-111.9042,0.815
46.425,-111.9281,0.815
46.4119,-111.9439,0.875
46.4133,-111.9408,0.985
46.4458,-111.9678,0.91
46.4653,-111.9947,0.92
46.4847,-111.9417,0.79
46.4906,-111.9572,0.895
46.4356,-111.9903,0.8086513113194727
46.4369,-111.995,0.935
46.4403,-111.9942,0.955
46.3922,-111.9667,0.19
46.3939,-111.9644,0.23
46.3986,-111.9769,0.155
46.4011,-111.9806,0.24
46.4058,-111.9828,0.75
46.3625,-111.9806,0.895
46.3617,-111.9814,0.81
46.3611,-111.9833,0.705
46.3547,-111.9875,0.82
46.4694,-111.9903,0.945
46.4711,-111.9931,0.88
46.3417,-111.9033,0.75
46.3417,-111.9056,0.14
46.3431,-111.8875,0.92
46.3542,-111.9528,0.07
46.3514,-111.9556,0.13
46.2844,-111.965,0.905
46.2825,-111.9694,0.895
46.2819,-111.9467,0.91
46.2694,-111.9222,0.85
46.2639,-111.8889,0.28
46.2611,-111.8681,0.085
46.2639,-111.8561,0.15
46.2542,-111.8417,0.115
46.2556,-111.8333,0.785
46.2519,-111.8139,0.805
46.2236,-111.7597,0.855
46.1944,-111.7694,0.815
46.2097,-111.7889,0.32
46.6694,-111.9778,0.185
46.6911,-111.9778,0.215
46.7333,-111.9931,0.14634817366871822
46.7311,-111.95,0.19265042414677452
46.7158,-111.9083,0.075
46.7133,-111.8653,0.815
46.6911,-111.8694,0.135
46.6758,-111.9431,0.185
46.5603,-111.9722,0.785
46.5639,-111.9633,0.76
46.5608,-111.9944,0.74
46.5528,-111.9986,0.86
46.5556,-111.9069,0.885
46.5478,-111.9686,0.755
46.5297,-111.9903,0.22
46.5322,-111.9897,0.195
46.5175,-111.9694,0.825
46.5306,-111.95,0.75
46.5031,-111.9417,0.75
46.5208,-111.9222,0.72
46.5217,-111.9194,0.775
46.5803,-111.9361,0.08
46.5683,-111.9367,0.86
46.5575,-111.8625,0.7
46.5319,-111.8667,0.825
46.5167,-111.8472,0.845
46.5097,-111.8806,0.905
46.5069,-111.9006,0.735
46.5153,-111.9019,0.8
46.5347,-111.9333,0.92
46.63,-111.7833,0.6914694525546142
46.6267,-111.7861,0.62
46.6183,-111.7617,0.705
46.615,-111.7767,0.76
46.61,-111.7842,0.825
46.6078,-111.7833,0.845
46.6033,-111.7817,0.7342205293332286
46.58,-111.7683,0.17
46.575,-111.7608,0.755
46.5717,-111.7567,0.8639412486332239
46.5883,-111.7717,0.1425643507662104
46.5958,-111.765,0.81
46.5317,-111.76,0.8
46.52,-111.7617,0.84
46.5311,-111.78,0.795
46.535,-111.77,0.785
46.5556,-111.7925,0.765
46.5533,-111.82,0.78
46.5617,-111.8092,0.7183500955864018
46.5694,-111.8222,0.75
46.535,-111.8292,0.85
